date,match,player,rating_before,P,E,rating_after,system
2016-07-06 23:59:59.999999,"Germany - France, 0 - 2",Emre Can,5.589649445475766,,,5.589649445475766,tuned
2016-07-07 00:00:00.000000,"Germany - France, 0 - 2",Emre Can,5.589649445475766,6.454459946161148,6.479353578947368,5.577359852026569,tuned
2016-07-07 00:00:00.000000,"Germany - France, 0 - 2",Hugo Lloris,5.789401027600895,8.426959946161148,6.584616736842105,6.875413866778436,tuned
2016-07-07 00:00:00.000000,"Germany - France, 0 - 2",Jerome Boateng,5.665610598404628,7.079459946161148,6.479353578947368,5.935342618194401,tuned
2016-07-07 00:00:00.000000,"Germany - France, 0 - 2",Jonas Hector,5.95518954577305,6.889459946161148,6.479353578947368,6.227154820872714,tuned
2016-07-07 00:00:00.000000,"Germany - France, 0 - 2",Joshua Kimmich,5.809294808930944,7.1469599461611475,6.479353578947368,6.252023241925345,tuned
2016-07-07 00:00:00.000000,"Germany - France, 0 - 2",Laurent Koscielny,5.681366500649553,7.729459946161148,6.584616736842105,6.356221445090251,tuned
2016-07-06 23:59:59.999999,"Germany - France, 0 - 2",Leroy Sane,5.589649445475766,,,5.589649445475766,tuned
2016-07-07 00:00:00.000000,"Germany - France, 0 - 2",Leroy Sane,5.589649445475766,6.274847046419163,6.479353578947368,5.57307365283927,tuned
2016-07-06 23:59:59.999999,"Germany - France, 0 - 2",Mario Gotze,5.589649445475766,,,5.589649445475766,tuned
2016-07-07 00:00:00.000000,"Germany - France, 0 - 2",Mario Gotze,5.589649445475766,6.224847046419163,6.479353578947368,5.420871429167589,tuned
2016-07-07 00:00:00.000000,"Germany - France, 0 - 2",Mesut Ozil,5.946347440509891,7.464459946161147,6.479353578947368,6.599628505083239,tuned
2016-07-07 00:00:00.000000,"Germany - France, 0 - 2",Moussa Sissoko,5.922032606548263,6.821959946161147,6.584616736842105,6.061940182567909,tuned
2016-07-06 23:59:59.999999,"Germany - France, 0 - 2",N'Golo Kante,5.589649445475766,,,5.589649445475766,tuned
2016-07-07 00:00:00.000000,"Germany - France, 0 - 2",N'Golo Kante,5.589649445475766,7.024847046419163,6.584616736842105,5.644433661778689,tuned
2016-07-07 00:00:00.000000,"Germany - France, 0 - 2",Olivier Giroud,6.377132956366203,6.831959946161148,6.584616736842105,6.503494960846387,tuned
2016-07-07 00:00:00.000000,"Germany - France, 0 - 2",Paul Pogba,6.199453659179842,7.741959946161147,6.584616736842105,6.881677024673172,tuned
2016-07-06 23:59:59.999999,"Germany - France, 0 - 2",Shkodran Mustafi,5.589649445475766,,,5.589649445475766,tuned
2016-07-07 00:00:00.000000,"Germany - France, 0 - 2",Shkodran Mustafi,5.589649445475766,6.384847046419163,6.479353578947368,5.569454891682897,tuned
2016-07-07 00:00:00.000000,"Germany - France, 0 - 2",Thomas Muller,5.537400072088839,6.466959946161148,6.479353578947368,5.529181136662188,tuned
2016-10-05 23:59:59.999999,"France - Romania, 2 - 1",Anthony Martial,5.589649445475766,,,5.589649445475766,tuned
2016-10-06 00:00:00.000000,"France - Romania, 2 - 1",Anthony Martial,5.589649445475766,6.276433719672884,7.426722,5.589649445475766,tuned
2016-10-06 00:00:00.000000,"France - Romania, 2 - 1",Hugo Lloris,6.875413866778436,7.066962107438417,7.426722,6.875413866778436,tuned
2016-10-06 00:00:00.000000,"France - Romania, 2 - 1",Kingsley Coman,5.554344425611129,6.546433719672884,7.426722,5.554344425611129,tuned
2016-10-06 00:00:00.000000,"France - Romania, 2 - 1",Laurent Koscielny,6.356221445090251,7.116962107438416,7.426722,6.356221445090251,tuned
2016-10-06 00:00:00.000000,"France - Romania, 2 - 1",Moussa Sissoko,6.061940182567909,6.026433719672884,7.426722,6.061940182567909,tuned
2016-10-06 00:00:00.000000,"France - Romania, 2 - 1",N'Golo Kante,5.644433661778689,7.734462107438416,7.426722,5.644433661778689,tuned
2016-10-06 00:00:00.000000,"France - Romania, 2 - 1",Olivier Giroud,6.503494960846387,7.2769621074384165,7.426722,6.503494960846387,tuned
2016-10-06 00:00:00.000000,"France - Romania, 2 - 1",Paul Pogba,6.881677024673172,6.471962107438417,7.426722,6.881677024673172,tuned
2016-11-05 23:59:59.999999,"Albania - Switzerland, 0 - 1",Admir Mehmedi,5.589649445475766,,,5.589649445475766,tuned
2016-11-06 00:00:00.000000,"Albania - Switzerland, 0 - 1",Admir Mehmedi,5.589649445475766,6.789462107438417,7.426722,5.589649445475766,tuned
2016-11-05 23:59:59.999999,"Albania - Switzerland, 0 - 1",Breel Embolo,5.589649445475766,,,5.589649445475766,tuned
2016-11-06 00:00:00.000000,"Albania - Switzerland, 0 - 1",Breel Embolo,5.589649445475766,6.426433719672883,7.426722,5.589649445475766,tuned
2016-11-05 23:59:59.999999,"Albania - Switzerland, 0 - 1",Gelson Fernandes,5.589649445475766,,,5.589649445475766,tuned
2016-11-06 00:00:00.000000,"Albania - Switzerland, 0 - 1",Gelson Fernandes,5.589649445475766,6.076433719672884,7.426722,5.589649445475766,tuned
2016-11-05 23:59:59.999999,"Albania - Switzerland, 0 - 1",Granit Xhaka,5.589649445475766,,,5.589649445475766,tuned
2016-11-06 00:00:00.000000,"Albania - Switzerland, 0 - 1",Granit Xhaka,5.589649445475766,7.274462107438417,7.426722,5.589649445475766,tuned
2016-11-05 23:59:59.999999,"Albania - Switzerland, 0 - 1",Xherdan Shaqiri,5.589649445475766,,,5.589649445475766,tuned
2016-11-06 00:00:00.000000,"Albania - Switzerland, 0 - 1",Xherdan Shaqiri,5.589649445475766,7.699462107438417,7.426722,5.589649445475766,tuned
2016-11-05 23:59:59.999999,"Albania - Switzerland, 0 - 1",Yann Sommer,5.589649445475766,,,5.589649445475766,tuned
2016-11-06 00:00:00.000000,"Albania - Switzerland, 0 - 1",Yann Sommer,5.589649445475766,8.246962107438417,7.426722,5.589649445475766,tuned
2016-11-05 23:59:59.999999,"England - Russia, 1 - 1",Chris Smalling,5.589649445475766,,,5.589649445475766,tuned
2016-11-06 00:00:00.000000,"England - Russia, 1 - 1",Chris Smalling,5.589649445475766,7.284462107438417,7.426722,5.589649445475766,tuned
2016-11-05 23:59:59.999999,"England - Russia, 1 - 1",Dele Alli,5.589649445475766,,,5.589649445475766,tuned
2016-11-06 00:00:00.000000,"England - Russia, 1 - 1",Dele Alli,5.589649445475766,7.064462107438416,7.426722,5.589649445475766,tuned
2016-11-05 23:59:59.999999,"England - Russia, 1 - 1",Eric Dier,5.589649445475766,,,5.589649445475766,tuned
2016-11-06 00:00:00.000000,"England - Russia, 1 - 1",Eric Dier,5.589649445475766,7.784462107438417,7.426722,5.589649445475766,tuned
2016-11-05 23:59:59.999999,"England - Russia, 1 - 1",Gary Cahill,5.589649445475766,,,5.589649445475766,tuned
2016-11-06 00:00:00.000000,"England - Russia, 1 - 1",Gary Cahill,5.589649445475766,7.349462107438416,7.426722,5.589649445475766,tuned
2016-11-05 23:59:59.999999,"England - Russia, 1 - 1",Harry Kane,5.589649445475766,,,5.589649445475766,tuned
2016-11-06 00:00:00.000000,"England - Russia, 1 - 1",Harry Kane,5.589649445475766,6.854462107438416,7.426722,5.589649445475766,tuned
2016-11-05 23:59:59.999999,"England - Russia, 1 - 1",Jack Wilshere,5.589649445475766,,,5.589649445475766,tuned
2016-11-06 00:00:00.000000,"England - Russia, 1 - 1",Jack Wilshere,5.589649445475766,6.266433719672883,7.426722,5.589649445475766,tuned
2016-11-05 23:59:59.999999,"England - Russia, 1 - 1",James Milner,5.589649445475766,,,5.589649445475766,tuned
2016-11-06 00:00:00.000000,"England - Russia, 1 - 1",James Milner,5.589649445475766,5.996433719672884,7.426722,5.589649445475766,tuned
2016-11-05 23:59:59.999999,"England - Russia, 1 - 1",Joe Hart,5.589649445475766,,,5.589649445475766,tuned
2016-11-06 00:00:00.000000,"England - Russia, 1 - 1",Joe Hart,5.589649445475766,6.5894621074384165,7.426722,5.589649445475766,tuned
2016-11-05 23:59:59.999999,"England - Russia, 1 - 1",Kyle Walker,5.589649445475766,,,5.589649445475766,tuned
2016-11-06 00:00:00.000000,"England - Russia, 1 - 1",Kyle Walker,5.589649445475766,7.381962107438417,7.426722,5.589649445475766,tuned
2016-11-05 23:59:59.999999,"England - Russia, 1 - 1",Raheem Sterling,5.589649445475766,,,5.589649445475766,tuned
2016-11-06 00:00:00.000000,"England - Russia, 1 - 1",Raheem Sterling,5.589649445475766,7.046962107438416,7.426722,5.589649445475766,tuned
2016-11-05 23:59:59.999999,"England - Russia, 1 - 1",Wayne Rooney,5.589649445475766,,,5.589649445475766,tuned
2016-11-06 00:00:00.000000,"England - Russia, 1 - 1",Wayne Rooney,5.589649445475766,7.416962107438416,7.426722,5.589649445475766,tuned
2016-11-06 00:00:00.000000,"Wales - Slovakia, 2 - 1",Aaron Ramsey,6.3486632299835755,7.389459946161148,7.005669368421053,6.459266736831715,tuned
2016-11-06 00:00:00.000000,"Wales - Slovakia, 2 - 1",Ashley Williams,6.768186568348362,7.1398513689737015,7.005669368421053,6.807734947458616,tuned
2016-11-06 00:00:00.000000,"Wales - Slovakia, 2 - 1",Ben Davies,5.738557966825681,7.594459946161148,7.005669368421053,5.91209624237013,tuned
2016-11-06 00:00:00.000000,"Wales - Slovakia, 2 - 1",Hal Robson-Kanu,5.942096017683086,7.994847046419164,7.005669368421053,6.003644850980747,tuned
2016-11-06 00:00:00.000000,"Wales - Slovakia, 2 - 1",Joe Allen,5.807252357822047,7.2494599461611475,7.005669368421053,5.87910642284018,tuned
2016-11-05 23:59:59.999999,"Wales - Slovakia, 2 - 1",Peter Pekarik,5.589649445475766,,,5.589649445475766,tuned
2016-11-06 00:00:00.000000,"Wales - Slovakia, 2 - 1",Peter Pekarik,5.589649445475766,6.511959946161148,6.584616736842105,5.546820179390149,tuned
2016-12-05 23:59:59.999999,"Germany - Ukraine, 2 - 0",Andre Schurrle,5.589649445475766,,,5.589649445475766,tuned
2016-12-06 00:00:00.000000,"Germany - Ukraine, 2 - 0",Andre Schurrle,5.589649445475766,6.524847046419163,7.426722,5.589649445475766,tuned
2016-12-05 23:59:59.999999,"Germany - Ukraine, 2 - 0",Andriy Yarmolenko,5.589649445475766,,,5.589649445475766,tuned
2016-12-06 00:00:00.000000,"Germany - Ukraine, 2 - 0",Andriy Yarmolenko,5.589649445475766,6.7944599461611475,6.584616736842105,5.713346495179622,tuned
2016-12-06 00:00:00.000000,"Germany - Ukraine, 2 - 0",Jerome Boateng,5.935342618194401,7.844459946161148,7.426722,5.935342618194401,tuned
2016-12-06 00:00:00.000000,"Germany - Ukraine, 2 - 0",Jonas Hector,6.227154820872714,7.006959946161148,7.426722,6.227154820872714,tuned
2016-12-06 00:00:00.000000,"Germany - Ukraine, 2 - 0",Mario Gotze,5.420871429167589,6.871959946161148,7.426722,5.420871429167589,tuned
2016-12-06 00:00:00.000000,"Germany - Ukraine, 2 - 0",Mesut Ozil,6.599628505083239,7.359459946161148,7.426722,6.599628505083239,tuned
2016-12-06 00:00:00.000000,"Germany - Ukraine, 2 - 0",Shkodran Mustafi,5.569454891682897,7.889459946161148,7.426722,5.569454891682897,tuned
2016-12-06 00:00:00.000000,"Germany - Ukraine, 2 - 0",Thomas Muller,5.529181136662188,6.651959946161147,7.426722,5.529181136662188,tuned
2016-12-05 23:59:59.999999,"Germany - Ukraine, 2 - 0",Yevhen Konoplyanka,5.589649445475766,,,5.589649445475766,tuned
2016-12-06 00:00:00.000000,"Germany - Ukraine, 2 - 0",Yevhen Konoplyanka,5.589649445475766,6.4994599461611475,6.584616736842105,5.539451758337518,tuned
2016-12-05 23:59:59.999999,"Poland - Northern Ireland, 1 - 0",Grzegorz Krychowiak,5.589649445475766,,,5.589649445475766,tuned
2016-12-06 00:00:00.000000,"Poland - Northern Ireland, 1 - 0",Grzegorz Krychowiak,5.589649445475766,7.184462107438416,7.005669368421053,5.642346252765094,tuned
2016-12-05 23:59:59.999999,"Poland - Northern Ireland, 1 - 0",Jonny Evans,5.589649445475766,,,5.589649445475766,tuned
2016-12-06 00:00:00.000000,"Poland - Northern Ireland, 1 - 0",Jonny Evans,5.589649445475766,7.371962107438416,6.795143052631579,5.844664185495631,tuned
2016-12-05 23:59:59.999999,"Poland - Northern Ireland, 1 - 0",Lukasz Piszczek,5.589649445475766,,,5.589649445475766,tuned
2016-12-06 00:00:00.000000,"Poland - Northern Ireland, 1 - 0",Lukasz Piszczek,5.589649445475766,7.396962107438417,7.005669368421053,5.704977831712463,tuned
2016-12-05 23:59:59.999999,"Poland - Northern Ireland, 1 - 0",Robert Lewandowski,5.589649445475766,,,5.589649445475766,tuned
2016-12-06 00:00:00.000000,"Poland - Northern Ireland, 1 - 0",Robert Lewandowski,5.589649445475766,6.101962107438417,7.005669368421053,5.3232936211861475,tuned
2016-12-05 23:59:59.999999,"Poland - Northern Ireland, 1 - 0",Steven Davis,5.589649445475766,,,5.589649445475766,tuned
2016-12-06 00:00:00.000000,"Poland - Northern Ireland, 1 - 0",Steven Davis,5.589649445475766,6.706962107438416,6.795143052631579,5.550664185495632,tuned
2017-01-10 00:00:00.000000,"Arsenal - Brighton, 2 - 0",Aaron Ramsey,6.459266736831715,7.454944989930812,7.163564105263157,6.512942162954705,tuned
2017-01-09 23:59:59.999999,"Arsenal - Brighton, 2 - 0",Alex Iwobi,5.589649445475766,,,5.589649445475766,tuned
2017-01-10 00:00:00.000000,"Arsenal - Brighton, 2 - 0",Alex Iwobi,5.589649445475766,7.869944989930811,7.163564105263157,5.692301872282732,tuned
2017-01-09 23:59:59.999999,"Arsenal - Brighton, 2 - 0",Alexandre Lacazette,5.589649445475766,,,5.589649445475766,tuned
2017-01-10 00:00:00.000000,"Arsenal - Brighton, 2 - 0",Alexandre Lacazette,5.589649445475766,7.3999449899308125,7.163564105263157,5.624000702692089,tuned
2017-01-09 23:59:59.999999,"Arsenal - Brighton, 2 - 0",Alexis Sanchez,5.589649445475766,,,5.589649445475766,tuned
2017-01-10 00:00:00.000000,"Arsenal - Brighton, 2 - 0",Alexis Sanchez,5.589649445475766,8.749944989930812,7.163564105263157,5.881877503177702,tuned
2017-01-09 23:59:59.999999,"Arsenal - Brighton, 2 - 0",Anthony Knockaert,5.589649445475766,,,5.589649445475766,tuned
2017-01-10 00:00:00.000000,"Arsenal - Brighton, 2 - 0",Anthony Knockaert,5.589649445475766,5.869944989930813,6.689879894736842,5.523862855452733,tuned
2017-01-09 23:59:59.999999,"Arsenal - Brighton, 2 - 0",Bruno,5.589649445475766,,,5.589649445475766,tuned
2017-01-10 00:00:00.000000,"Arsenal - Brighton, 2 - 0",Bruno,5.589649445475766,6.659944989930812,6.689879894736842,5.5742093366810765,tuned
2017-01-09 23:59:59.999999,"Arsenal - Brighton, 2 - 0",Dale Stephens,5.589649445475766,,,5.589649445475766,tuned
2017-01-10 00:00:00.000000,"Arsenal - Brighton, 2 - 0",Dale Stephens,5.589649445475766,6.8599449899308125,6.689879894736842,5.677367231417919,tuned
2017-01-09 23:59:59.999999,"Arsenal - Brighton, 2 - 0",Davy Propper,5.589649445475766,,,5.589649445475766,tuned
2017-01-10 00:00:00.000000,"Arsenal - Brighton, 2 - 0",Davy Propper,5.589649445475766,6.514944989930813,6.689879894736842,5.4994198629968665,tuned
2017-01-09 23:59:59.999999,"Arsenal - Brighton, 2 - 0",Ezequiel Schelotto,5.589649445475766,,,5.589649445475766,tuned
2017-01-10 00:00:00.000000,"Arsenal - Brighton, 2 - 0",Ezequiel Schelotto,5.589649445475766,6.0249449899308125,6.689879894736842,5.246683020891603,tuned
2017-01-09 23:59:59.999999,"Arsenal - Brighton, 2 - 0",Gaetan Bong,5.589649445475766,,,5.589649445475766,tuned
2017-01-10 00:00:00.000000,"Arsenal - Brighton, 2 - 0",Gaetan Bong,5.589649445475766,6.6099449899308125,6.689879894736842,5.548419862996867,tuned
2017-01-09 23:59:59.999999,"Arsenal - Brighton, 2 - 0",Glenn Murray,5.589649445475766,,,5.589649445475766,tuned
2017-01-10 00:00:00.000000,"Arsenal - Brighton, 2 - 0",Glenn Murray,5.589649445475766,6.409944989930812,6.689879894736842,5.567189171242206,tuned
2017-01-10 00:00:00.000000,"Arsenal - Brighton, 2 - 0",Granit Xhaka,5.589649445475766,7.094944989930813,7.163564105263157,5.577992221496792,tuned
2017-01-09 23:59:59.999999,"Arsenal - Brighton, 2 - 0",Hector Bellerin,5.589649445475766,,,5.589649445475766,tuned
2017-01-10 00:00:00.000000,"Arsenal - Brighton, 2 - 0",Hector Bellerin,5.589649445475766,6.939944989930812,7.163564105263157,5.548456450546124,tuned
2017-01-09 23:59:59.999999,"Arsenal - Brighton, 2 - 0",Jose Izquierdo,5.589649445475766,,,5.589649445475766,tuned
2017-01-10 00:00:00.000000,"Arsenal - Brighton, 2 - 0",Jose Izquierdo,5.589649445475766,6.374944989930812,6.689879894736842,5.45247779804914,tuned
2017-01-09 23:59:59.999999,"Arsenal - Brighton, 2 - 0",Lewis Dunk,5.589649445475766,,,5.589649445475766,tuned
2017-01-10 00:00:00.000000,"Arsenal - Brighton, 2 - 0",Lewis Dunk,5.589649445475766,7.554944989930812,6.689879894736842,6.035840915628445,tuned
2017-01-09 23:59:59.999999,"Arsenal - Brighton, 2 - 0",Mat Ryan,5.589649445475766,,,5.589649445475766,tuned
2017-01-10 00:00:00.000000,"Arsenal - Brighton, 2 - 0",Mat Ryan,5.589649445475766,7.329944989930812,6.689879894736842,5.919788284049498,tuned
2017-01-09 23:59:59.999999,"Arsenal - Brighton, 2 - 0",Nacho Monreal,5.589649445475766,,,5.589649445475766,tuned
2017-01-10 00:00:00.000000,"Arsenal - Brighton, 2 - 0",Nacho Monreal,5.589649445475766,8.009944989930812,7.163564105263157,5.745561713704018,tuned
2017-01-10 00:00:00.000000,"Arsenal - Brighton, 2 - 0",Olivier Giroud,6.503494960846387,6.009944989930812,7.163564105263157,6.29098617644306,tuned
